kmer1 	bad	 1.8328599960237872
kmer2	good	 1.8628214475995342
kmer3 	bad	 1.3787834934861758
kmer4 	bad	 1.6004512092982517
kmer5 	bad	 1.903523970088741
kmer6 	bad	 1.8423709931771088
kmer7 	bad	 1.7057328617496865
kmer8 	bad	 1.3778903318832147
kmer9 	bad	 1.6909338059596861
kmer10 	bad	 1.8047604500341237
kmer11 	bad	 1.4180260055608096
kmer12 	bad	 1.648238712995888
kmer13 	bad	 1.7057328617496865
kmer14 	bad	 1.6511972890007982
kmer15 	bad	 1.648238712995888
kmer16 	bad	 1.903523970088741
kmer17 	bad	 1.9173570203484227
kmer18 	bad	 1.903523970088741
kmer19 	bad	 1.9387084972868343
kmer20 	bad	 1.9814035902506322
kmer21 	bad	 1.5818626604619093
kmer22 	bad	 1.873562518512994
kmer23 	bad	 1.83748482971194
kmer24 	bad	 1.903523970088741
kmer25 	bad	 1.83748482971194
kmer26 	bad	 1.3778903318832147
kmer27 	bad	 1.9699000226227197
kmer28 	bad	 1.8841729245379457
kmer29 	bad	 1.903523970088741
kmer30 	bad	 1.7423773993623528
kmer31 	bad	 1.6909338059596861
kmer32 	bad	 1.873562518512994
kmer33 	bad	 1.648238712995888
kmer34 	bad	 1.7608352833101872
kmer35 	bad	 1.648238712995888
kmer36 	bad	 1.5723516633085879
kmer37 	bad	 1.5492111247114508
kmer38 	bad	 1.6909338059596861
kmer39 	bad	 1.615250265088252
kmer40 	bad	 1.7057328617496865
kmer41 	bad	 1.684185736908434
kmer42 	bad	 1.872669356910033
kmer43 	bad	 1.7763318528003076
kmer44 	bad	 1.9347154954246264
kmer45 	bad	 1.995236640510314
kmer46 	bad	 1.903523970088741
kmer47 	bad	 1.9035239700887407
kmer48 	bad	 1.8628214475995342
kmer49 	bad	 1.9173570203484227
kmer50 	bad	 1.903523970088741
kmer51 	bad	 1.8190269457641053
kmer52 	bad	 1.9347154954246262
kmer53 	bad	 1.9814035902506322
kmer54 	bad	 1.6909338059596861
kmer55 	bad	 1.8328599960237872
kmer56 	bad	 1.9387084972868345
kmer57 	bad	 1.9035239700887407
kmer58 	bad	 1.9387084972868343
kmer59 	bad	 1.8047604500341237
kmer60 	bad	 1.995236640510314
kmer61 	bad	 1.9699000226227197
kmer62 	bad	 1.5451531398349103
kmer63 	bad	 1.409975018822061
kmer64 	bad	 1.903523970088741
kmer65 	bad	 1.9387084972868345
kmer66 	bad	 1.5818626604619093
kmer67 	bad	 1.903523970088741
kmer68 	bad	 1.83748482971194
kmer69 	bad	 1.862821447599534
kmer70 	bad	 1.91337187939924
kmer71 	bad	 1.862821447599534
kmer72 	bad	 1.903523970088741
