kmer363 	bad	54.75	33.33
kmer364 	bad	68.42	66.67
kmer365 	bad	62.56	52.38
kmer366 	bad	62.56	52.38
kmer367 	bad	64.52	57.14
kmer368 	bad	58.66	42.86
kmer369 	bad	60.61	47.62
kmer370 	good	64.52	57.14
kmer371 	bad	64.52	57.14
kmer372 	bad	62.56	52.38
kmer373 	bad	62.56	52.38
kmer374 	good	64.52	57.14
kmer375 	bad	66.47	61.90
kmer376 	bad	60.61	47.62
kmer377 	bad	56.71	38.10
kmer378 	bad	62.56	52.38
kmer379 	bad	62.56	52.38
kmer380 	bad	62.56	52.38
kmer381 	bad	58.66	42.86
kmer382 	bad	60.61	47.62
kmer383 	bad	58.66	42.86
kmer384 	bad	62.56	52.38
kmer385 	bad	66.47	61.90
kmer386 	bad	58.66	42.86
kmer387 	bad	56.71	38.10
kmer388 	bad	64.52	57.14
kmer389 	bad	60.61	47.62
kmer390 	bad	66.47	61.90
kmer391 	bad	56.71	38.10
kmer392 	bad	68.42	66.67
kmer393 	bad	60.61	47.62
kmer394 	bad	58.66	42.86
kmer395 	bad	62.56	52.38
kmer396 	bad	60.61	47.62
kmer397 	bad	58.66	42.86
kmer398 	bad	62.56	52.38
kmer399 	bad	56.71	38.10
kmer400 	bad	58.66	42.86
kmer401 	bad	62.56	52.38
kmer402 	bad	58.66	42.86
kmer403 	bad	52.80	28.57
kmer404 	bad	58.66	42.86
kmer405 	good	52.80	28.57
kmer406 	bad	52.80	28.57
kmer407 	bad	54.75	33.33
kmer408 	good	58.66	42.86
kmer409 	bad	50.85	23.81
kmer410 	bad	62.56	52.38
kmer411 	bad	46.94	14.29
kmer412 	bad	52.80	28.57
kmer413 	bad	52.80	28.57
kmer414 	bad	54.75	33.33
kmer415 	bad	62.56	52.38
kmer416 	bad	62.56	52.38
kmer417 	bad	56.71	38.10
kmer418 	bad	58.66	42.86
kmer419 	bad	58.66	42.86
kmer420 	good	54.75	33.33
kmer421 	bad	60.61	47.62
kmer422 	bad	60.61	47.62
kmer423 	bad	62.56	52.38
kmer424 	bad	50.85	23.81
kmer425 	bad	58.66	42.86
kmer426 	bad	58.66	42.86
kmer427 	bad	52.80	28.57
kmer428 	bad	58.66	42.86
kmer429 	bad	60.61	47.62
kmer430 	good	60.61	47.62
kmer431 	bad	60.61	47.62
kmer432 	bad	62.56	52.38
kmer433 	good	64.52	57.14
kmer434 	bad	60.61	47.62
kmer435 	good	62.56	52.38
kmer436 	bad	58.66	42.86
kmer437 	bad	62.56	52.38
kmer438 	bad	64.52	57.14
kmer439 	bad	56.71	38.10
kmer440 	bad	66.47	61.90
kmer441 	bad	46.94	14.29
kmer442 	bad	60.61	47.62
kmer443 	bad	52.80	28.57
kmer444 	bad	64.52	57.14
kmer445 	bad	58.66	42.86
kmer446 	bad	58.66	42.86
kmer447 	bad	60.61	47.62
kmer448 	bad	56.71	38.10
kmer449 	bad	56.71	38.10
kmer450 	bad	60.61	47.62
kmer451 	bad	60.61	47.62
kmer452 	good	60.61	47.62
kmer453 	bad	56.71	38.10
kmer454 	bad	58.66	42.86
kmer455 	bad	52.80	28.57
kmer456 	bad	58.66	42.86
kmer457 	bad	58.66	42.86
kmer458 	bad	60.61	47.62
kmer459 	bad	60.61	47.62
kmer460 	bad	62.56	52.38
kmer461 	bad	60.61	47.62
kmer462 	bad	56.71	38.10
kmer463 	bad	62.56	52.38
kmer464 	bad	60.61	47.62
kmer465 	bad	60.61	47.62
kmer466 	bad	60.61	47.62
kmer467 	bad	58.66	42.86
kmer468 	bad	54.75	33.33
kmer469 	bad	60.61	47.62
kmer470 	bad	56.71	38.10
kmer471 	bad	60.61	47.62
kmer472 	bad	60.61	47.62
kmer473 	bad	48.90	19.05
kmer474 	bad	50.85	23.81
kmer475 	bad	60.61	47.62
kmer476 	bad	58.66	42.86
kmer477 	bad	60.61	47.62
kmer478 	bad	58.66	42.86
kmer479 	bad	66.47	61.90
kmer480 	bad	54.75	33.33
kmer481 	bad	62.56	52.38
kmer482 	bad	66.47	61.90
kmer483 	bad	56.71	38.10
kmer484 	bad	58.66	42.86
kmer485 	bad	62.56	52.38
kmer486 	bad	54.75	33.33
kmer487 	good	58.66	42.86
kmer488 	bad	60.61	47.62
kmer489 	bad	56.71	38.10
kmer490 	bad	48.90	19.05
kmer491 	bad	58.66	42.86
kmer492 	bad	52.80	28.57
kmer493 	bad	43.04	4.76
kmer494 	bad	50.85	23.81
kmer495 	bad	54.75	33.33
kmer496 	good	58.66	42.86
kmer497 	bad	60.61	47.62
kmer498 	bad	66.47	61.90
kmer499 	bad	62.56	52.38
kmer500 	bad	54.75	33.33
kmer501 	bad	62.56	52.38
kmer502 	bad	56.71	38.10
kmer503 	bad	64.52	57.14
kmer504 	bad	64.52	57.14
kmer505 	bad	56.71	38.10
kmer506 	bad	58.66	42.86
kmer507 	bad	60.61	47.62
kmer508 	bad	58.66	42.86
kmer509 	bad	58.66	42.86
kmer510 	bad	54.75	33.33
kmer511 	bad	64.52	57.14
kmer512 	bad	68.42	66.67
kmer513 	bad	64.52	57.14
kmer514 	bad	60.61	47.62
kmer515 	bad	62.56	52.38
kmer516 	bad	64.52	57.14
kmer517 	bad	60.61	47.62
kmer518 	bad	66.47	61.90
kmer519 	bad	64.52	57.14
kmer520 	bad	66.47	61.90
kmer521 	bad	58.66	42.86
kmer522 	bad	58.66	42.86
kmer523 	bad	58.66	42.86
kmer524 	bad	62.56	52.38
kmer525 	bad	68.42	66.67
kmer526 	bad	60.61	47.62
kmer527 	bad	64.52	57.14
kmer528 	bad	58.66	42.86
kmer529 	bad	58.66	42.86
kmer530 	bad	62.56	52.38
kmer531 	bad	60.61	47.62
kmer532 	bad	64.52	57.14
kmer533 	bad	52.80	28.57
kmer534 	bad	54.75	33.33
kmer535 	bad	58.66	42.86
kmer536 	bad	64.52	57.14
kmer537 	bad	64.52	57.14
kmer538 	bad	66.47	61.90
kmer539 	bad	52.80	28.57
kmer540 	bad	60.61	47.62
kmer541 	bad	60.61	47.62
kmer542 	bad	62.56	52.38
kmer543 	good	64.52	57.14
kmer544 	bad	58.66	42.86
kmer545 	bad	58.66	42.86
kmer546 	bad	64.52	57.14
kmer547 	bad	60.61	47.62
kmer548 	bad	64.52	57.14
kmer549 	good	60.61	47.62
kmer550 	bad	64.52	57.14
kmer551 	bad	66.47	61.90
kmer552 	bad	62.56	52.38
kmer553 	bad	64.52	57.14
kmer554 	good	62.56	52.38
kmer555 	bad	64.52	57.14
kmer556 	bad	62.56	52.38
kmer557 	bad	58.66	42.86
kmer558 	bad	60.61	47.62
kmer559 	bad	54.75	33.33
kmer560 	bad	58.66	42.86
kmer561 	bad	54.75	33.33
kmer562 	bad	66.47	61.90
kmer563 	bad	58.66	42.86
kmer564 	bad	58.66	42.86
kmer565 	bad	64.52	57.14
kmer566 	bad	50.85	23.81
kmer567 	bad	60.61	47.62
kmer568 	bad	62.56	52.38
kmer569 	bad	62.56	52.38
kmer570 	bad	56.71	38.10
kmer571 	bad	58.66	42.86
kmer572 	bad	60.61	47.62
kmer573 	bad	60.61	47.62
kmer574 	bad	62.56	52.38
kmer575 	bad	60.61	47.62
kmer576 	bad	60.61	47.62
kmer577 	bad	58.66	42.86
kmer578 	bad	54.75	33.33
kmer579 	bad	56.71	38.10
kmer580 	bad	58.66	42.86
kmer581 	bad	64.52	57.14
kmer582 	bad	62.56	52.38
kmer583 	bad	62.56	52.38
kmer584 	bad	62.56	52.38
kmer585 	bad	68.42	66.67
kmer586 	bad	66.47	61.90
kmer587 	bad	56.71	38.10
kmer588 	bad	66.47	61.90
kmer589 	bad	66.47	61.90
kmer590 	bad	64.52	57.14
kmer591 	bad	62.56	52.38
kmer592 	bad	60.61	47.62
kmer593 	bad	60.61	47.62
kmer594 	bad	54.75	33.33
kmer595 	bad	62.56	52.38
kmer596 	bad	64.52	57.14
kmer597 	bad	62.56	52.38
kmer598 	bad	64.52	57.14
kmer599 	bad	66.47	61.90
kmer600 	bad	64.52	57.14
kmer601 	bad	64.52	57.14
kmer602 	bad	66.47	61.90
kmer603 	bad	66.47	61.90
kmer604 	bad	72.33	76.19
kmer605 	bad	66.47	61.90
kmer606 	bad	68.42	66.67
kmer607 	bad	64.52	57.14
kmer608 	bad	60.61	47.62
kmer609 	bad	62.56	52.38
kmer610 	bad	60.61	47.62
kmer611 	bad	60.61	47.62
kmer612 	bad	60.61	47.62
kmer613 	bad	66.47	61.90
kmer614 	bad	68.42	66.67
kmer615 	bad	66.47	61.90
kmer616 	bad	62.56	52.38
kmer617 	good	60.61	47.62
kmer618 	bad	64.52	57.14
kmer619 	bad	64.52	57.14
kmer620 	bad	64.52	57.14
kmer621 	bad	66.47	61.90
kmer622 	bad	58.66	42.86
kmer623 	bad	62.56	52.38
kmer624 	bad	66.47	61.90
kmer625 	bad	64.52	57.14
kmer626 	bad	64.52	57.14
kmer627 	bad	60.61	47.62
kmer628 	bad	60.61	47.62
kmer629 	bad	70.37	71.43
kmer630 	bad	62.56	52.38
kmer631 	bad	66.47	61.90
kmer632 	bad	66.47	61.90
kmer633 	bad	68.42	66.67
kmer634 	bad	68.42	66.67
kmer635 	bad	70.37	71.43
kmer636 	bad	66.47	61.90
kmer637 	good	64.52	57.14
kmer638 	bad	64.52	57.14
kmer639 	bad	66.47	61.90
kmer640 	bad	68.42	66.67
kmer641 	bad	60.61	47.62
kmer642 	bad	68.42	66.67
kmer643 	bad	62.56	52.38
kmer644 	bad	70.37	71.43
kmer645 	bad	68.42	66.67
kmer646 	bad	62.56	52.38
kmer647 	good	64.52	57.14
kmer648 	bad	64.52	57.14
kmer649 	bad	64.52	57.14
kmer650 	good	62.56	52.38
kmer651 	bad	66.47	61.90
kmer652 	good	66.47	61.90
kmer653 	bad	64.52	57.14
kmer654 	good	56.71	38.10
kmer655 	good	58.66	42.86
kmer656 	bad	62.56	52.38
kmer657 	bad	62.56	52.38
kmer658 	bad	62.56	52.38
kmer659 	bad	60.61	47.62
kmer660 	bad	58.66	42.86
kmer661 	good	60.61	47.62
kmer662 	bad	68.42	66.67
kmer663 	bad	62.56	52.38
kmer664 	bad	72.33	76.19
kmer665 	bad	56.71	38.10
kmer666 	bad	60.61	47.62
kmer667 	bad	66.47	61.90
kmer668 	bad	64.52	57.14
kmer669 	bad	62.56	52.38
kmer670 	bad	64.52	57.14
kmer671 	bad	62.56	52.38
kmer672 	bad	66.47	61.90
kmer673 	bad	68.42	66.67
kmer674 	bad	58.66	42.86
kmer675 	bad	66.47	61.90
kmer676 	bad	64.52	57.14
kmer677 	bad	64.52	57.14
kmer678 	bad	58.66	42.86
kmer679 	bad	66.47	61.90
kmer680 	bad	56.71	38.10
kmer681 	bad	60.61	47.62
kmer682 	bad	62.56	52.38
kmer683 	bad	66.47	61.90
kmer684 	bad	56.71	38.10
kmer685 	bad	60.61	47.62
kmer686 	bad	54.75	33.33
kmer687 	bad	60.61	47.62
kmer688 	bad	58.66	42.86
kmer689 	bad	64.52	57.14
kmer690 	bad	62.56	52.38
kmer691 	bad	58.66	42.86
kmer692 	bad	60.61	47.62
kmer693 	bad	64.52	57.14
kmer694 	bad	60.61	47.62
kmer695 	bad	66.47	61.90
kmer696 	bad	58.66	42.86
kmer697 	bad	58.66	42.86
kmer698 	bad	62.56	52.38
kmer699 	bad	64.52	57.14
kmer700 	bad	62.56	52.38
kmer701 	bad	64.52	57.14
kmer702 	bad	66.47	61.90
kmer703 	good	58.66	42.86
kmer704 	bad	66.47	61.90
kmer705 	bad	64.52	57.14
kmer706 	bad	58.66	42.86
kmer707 	bad	62.56	52.38
kmer708 	bad	58.66	42.86
kmer709 	bad	58.66	42.86
kmer710 	bad	62.56	52.38
kmer711 	bad	64.52	57.14
kmer712 	bad	56.71	38.10
kmer713 	bad	62.56	52.38
kmer714 	bad	60.61	47.62
kmer715 	bad	56.71	38.10
kmer716 	bad	60.61	47.62
kmer717 	bad	66.47	61.90
kmer718 	bad	66.47	61.90
kmer719 	bad	66.47	61.90
kmer720 	bad	64.52	57.14
kmer721 	bad	64.52	57.14
kmer722 	bad	60.61	47.62
kmer723 	bad	62.56	52.38
kmer724 	bad	68.42	66.67
kmer725 	bad	58.66	42.86
kmer726 	bad	64.52	57.14
kmer727 	bad	66.47	61.90
kmer728 	bad	66.47	61.90
kmer729 	good	64.52	57.14
kmer730 	bad	64.52	57.14
kmer731 	bad	62.56	52.38
kmer732 	bad	64.52	57.14
kmer733 	bad	62.56	52.38
kmer734 	bad	60.61	47.62
kmer735 	bad	62.56	52.38
kmer736 	bad	60.61	47.62
kmer737 	bad	70.37	71.43
kmer738 	bad	64.52	57.14
kmer739 	bad	64.52	57.14
kmer740 	bad	58.66	42.86
kmer741 	bad	56.71	38.10
kmer742 	bad	62.56	52.38
kmer743 	bad	62.56	52.38
kmer744 	bad	64.52	57.14
kmer745 	bad	62.56	52.38
kmer746 	bad	58.66	42.86
kmer747 	bad	64.52	57.14
kmer748 	bad	68.42	66.67
kmer749 	bad	64.52	57.14
kmer750 	bad	70.37	71.43
kmer751 	bad	62.56	52.38
kmer752 	bad	62.56	52.38
kmer753 	bad	66.47	61.90
kmer754 	bad	68.42	66.67
kmer755 	bad	70.37	71.43
kmer756 	bad	62.56	52.38
kmer757 	bad	60.61	47.62
kmer758 	bad	54.75	33.33
kmer759 	good	62.56	52.38
kmer760 	bad	64.52	57.14
kmer761 	bad	66.47	61.90
kmer762 	bad	62.56	52.38
kmer763 	bad	62.56	52.38
kmer764 	bad	58.66	42.86
kmer765 	bad	60.61	47.62
kmer766 	bad	62.56	52.38
kmer767 	bad	68.42	66.67
kmer768 	bad	66.47	61.90
kmer769 	bad	58.66	42.86
kmer770 	bad	52.80	28.57
kmer771 	bad	60.61	47.62
kmer772 	bad	64.52	57.14
kmer773 	bad	64.52	57.14
kmer774 	bad	64.52	57.14
kmer775 	bad	60.61	47.62
kmer776 	bad	60.61	47.62
kmer777 	bad	62.56	52.38
kmer778 	bad	58.66	42.86
kmer779 	bad	62.56	52.38
kmer780 	bad	58.66	42.86
kmer781 	bad	60.61	47.62
kmer782 	bad	58.66	42.86
kmer783 	bad	48.90	19.05
kmer784 	bad	58.66	42.86
kmer785 	bad	58.66	42.86
kmer786 	bad	60.61	47.62
kmer787 	bad	54.75	33.33
kmer788 	bad	64.52	57.14
kmer789 	bad	66.47	61.90
kmer790 	bad	62.56	52.38
kmer791 	good	64.52	57.14
kmer792 	bad	64.52	57.14
kmer793 	bad	70.37	71.43
kmer794 	bad	62.56	52.38
kmer795 	bad	60.61	47.62
kmer796 	good	62.56	52.38
kmer797 	bad	60.61	47.62
kmer798 	bad	60.61	47.62
kmer799 	bad	60.61	47.62
kmer800 	bad	58.66	42.86
kmer801 	bad	62.56	52.38
kmer802 	bad	64.52	57.14
kmer803 	bad	60.61	47.62
kmer804 	bad	64.52	57.14
kmer805 	bad	56.71	38.10
kmer806 	bad	64.52	57.14
kmer807 	good	62.56	52.38
kmer808 	bad	60.61	47.62
kmer809 	bad	66.47	61.90
kmer810 	bad	64.52	57.14
kmer811 	bad	58.66	42.86
kmer812 	bad	64.52	57.14
kmer813 	bad	54.75	33.33
kmer814 	bad	52.80	28.57
kmer815 	bad	66.47	61.90
kmer816 	bad	64.52	57.14
kmer817 	bad	58.66	42.86
kmer818 	bad	56.71	38.10
kmer819 	bad	58.66	42.86
kmer820 	bad	60.61	47.62
kmer821 	bad	58.66	42.86
kmer822 	bad	62.56	52.38
kmer823 	bad	58.66	42.86
kmer824 	bad	64.52	57.14
kmer825 	bad	60.61	47.62
kmer826 	bad	58.66	42.86
